name,positions,body_type,short_passing,dribbling,long_passing,ball_control,agility,reactions,balance,stamina,interceptions,positioning,vision,composure,marking,standing_tackle
Thiago,"CM,CAM,CDM",Normal,0.9558823529411764,0.9487179487179487,0.9178082191780821,0.9285714285714284,0.943661971830986,0.8771929824561402,0.8904109589041094,0.681159420289855,0.8205128205128205,0.8717948717948718,0.9024390243902439,0.8387096774193548,0.6785714285714285,0.6790123456790123
Isco,"CAM,CM,LW",Normal,0.8970588235294117,1.0,0.8356164383561644,1.0,0.9014084507042253,0.7192982456140351,0.9452054794520548,0.6086956521739131,0.641025641025641,0.858974358974359,0.9024390243902439,0.8548387096774193,0.5952380952380951,0.6419753086419753
J. Rodríguez,"CAM,CM,RM",Normal,0.9411764705882353,0.8846153846153846,0.8630136986301369,0.9285714285714284,0.8450704225352113,0.8596491228070176,0.7534246575342465,0.6086956521739131,0.5256410256410255,0.8846153846153846,0.926829268292683,0.8709677419354838,0.5,0.3580246913580247
Casemiro,CDM,Normal,0.8529411764705881,0.6794871794871795,0.8493150684931507,0.7571428571428571,0.5492957746478874,0.8771929824561402,0.6164383561643836,0.855072463768116,0.9230769230769229,0.7435897435897436,0.7926829268292683,0.8225806451612903,0.8809523809523809,0.9259259259259258
Fabinho,CDM,Lean,0.8529411764705881,0.7692307692307692,0.821917808219178,0.8142857142857143,0.647887323943662,0.8245614035087718,0.6301369863013697,0.9275362318840579,0.8974358974358974,0.7564102564102564,0.7926829268292683,0.8225806451612903,0.8809523809523809,0.9135802469135801
N. Süle,CB,Stocky,0.7794117647058822,0.3333333333333333,0.5890410958904109,0.5428571428571429,0.1408450704225352,0.7543859649122806,0.1643835616438356,0.536231884057971,0.8717948717948718,0.1923076923076923,0.2195121951219512,0.629032258064516,0.869047619047619,0.9012345679012346
Bruno Fernandes,"CAM,CM",Lean,0.8823529411764706,0.858974358974359,0.8767123287671232,0.8714285714285712,0.7605633802816902,0.8421052631578947,0.780821917808219,0.9130434782608696,0.7307692307692307,0.8974358974358974,0.9024390243902439,0.8225806451612903,0.6666666666666666,0.6666666666666666
J. Giménez,CB,Normal,0.6323529411764706,0.3974358974358974,0.5205479452054794,0.4428571428571428,0.46478873239436624,0.7017543859649122,0.30136986301369856,0.5652173913043478,0.9102564102564101,0.16666666666666669,0.18292682926829268,0.6451612903225807,0.9285714285714284,0.9135802469135801
D. Sánchez,CB,Lean,0.7647058823529411,0.6025641025641026,0.6438356164383561,0.6857142857142857,0.5211267605633803,0.7719298245614035,0.46575342465753417,0.6956521739130435,0.8717948717948718,0.2948717948717949,0.4512195121951219,0.6774193548387097,0.8809523809523809,0.9012345679012346
Iniesta,"CM,LM",Normal,0.9558823529411764,0.9230769230769231,0.8767123287671232,0.9428571428571428,0.7887323943661972,0.8421052631578947,0.8630136986301369,0.4347826086956521,0.6538461538461537,0.858974358974359,0.9878048780487806,0.903225806451613,0.6904761904761905,0.5555555555555556
Jorginho,CM,Lean,0.9411764705882353,0.8461538461538463,0.9178082191780821,0.857142857142857,0.7605633802816902,0.8070175438596492,0.7123287671232876,0.7391304347826086,0.7948717948717948,0.7307692307692308,0.9146341463414634,0.7419354838709677,0.619047619047619,0.8024691358024691
M. Kovačić,CM,Normal,0.9117647058823528,0.9230769230769231,0.8493150684931507,0.9142857142857141,0.8732394366197183,0.6666666666666667,0.8767123287671232,0.7826086956521738,0.7948717948717948,0.7692307692307692,0.926829268292683,0.7741935483870968,0.7023809523809523,0.7654320987654321
William Carvalho,"CDM,CM",Normal,0.8235294117647058,0.7948717948717949,0.8767123287671232,0.7857142857142856,0.3943661971830986,0.6842105263157894,0.41095890410958896,0.826086956521739,0.8589743589743588,0.6794871794871795,0.8414634146341463,0.903225806451613,0.8571428571428571,0.8765432098765431
Felipe,CB,Normal,0.7205882352941175,0.5256410256410255,0.6438356164383561,0.5285714285714285,0.4084507042253521,0.7192982456140351,0.4931506849315069,0.7246376811594202,0.8589743589743588,0.2948717948717949,0.46341463414634143,0.6774193548387097,0.8928571428571428,0.9012345679012346
L. Goretzka,"CM,CAM,CDM",Lean,0.8676470588235294,0.8333333333333333,0.8082191780821917,0.8285714285714285,0.7464788732394367,0.8421052631578947,0.6712328767123288,0.8405797101449275,0.8717948717948718,0.8717948717948718,0.8536585365853658,0.7580645161290323,0.738095238095238,0.7901234567901234
A. Rabiot,"CM,CDM",Lean,0.8823529411764706,0.8076923076923077,0.8630136986301369,0.8285714285714285,0.7887323943661972,0.8245614035087718,0.6986301369863013,0.7826086956521738,0.846153846153846,0.8333333333333333,0.8292682926829268,0.8225806451612903,0.7142857142857142,0.8518518518518519
A. Romagnoli,CB,Normal,0.6911764705882353,0.6282051282051282,0.6986301369863013,0.6428571428571428,0.5211267605633803,0.7368421052631577,0.4383561643835617,0.681159420289855,0.9230769230769229,0.2564102564102564,0.4024390243902439,0.6935483870967742,0.9285714285714284,0.9135802469135801
J. Tah,CB,Stocky,0.7205882352941175,0.49999999999999994,0.6712328767123288,0.5571428571428572,0.352112676056338,0.7894736842105263,0.3150684931506849,0.5072463768115942,0.846153846153846,0.20512820512820512,0.5975609756097561,0.6774193548387097,0.8333333333333333,0.9259259259259258
C. Lenglet,CB,Lean,0.7794117647058822,0.5641025641025641,0.6712328767123288,0.7285714285714284,0.5492957746478874,0.7894736842105263,0.5342465753424657,0.6521739130434783,0.8717948717948718,0.49999999999999994,0.5853658536585366,0.7258064516129032,0.8928571428571428,0.8888888888888888
L. Torreira,"CDM,CM",Normal,0.8529411764705881,0.7948717948717949,0.7808219178082192,0.7999999999999998,0.8732394366197183,0.7543859649122806,0.9863013698630136,0.826086956521739,0.9230769230769229,0.6923076923076923,0.7560975609756098,0.7258064516129032,0.8809523809523809,0.8888888888888888
G. Lo Celso,"CM,CAM,CDM",Lean,0.838235294117647,0.8717948717948718,0.8767123287671232,0.8428571428571427,0.8309859154929577,0.7719298245614035,0.821917808219178,0.7536231884057971,0.6538461538461537,0.8717948717948718,0.8780487804878049,0.7419354838709677,0.6071428571428571,0.6790123456790123
Fabián,"CM,CDM,CAM",Lean,0.8088235294117647,0.858974358974359,0.821917808219178,0.8285714285714285,0.704225352112676,0.7543859649122806,0.6164383561643836,0.681159420289855,0.8076923076923076,0.8846153846153846,0.8780487804878049,0.7096774193548387,0.7142857142857142,0.8148148148148148
F. de Jong,"CM,CDM,CB",Lean,0.9117647058823528,0.8974358974358974,0.8493150684931507,0.8999999999999999,0.8591549295774648,0.8245614035087718,0.780821917808219,0.6666666666666667,0.8205128205128205,0.7051282051282051,0.8902439024390244,0.8548387096774193,0.7023809523809523,0.7530864197530864
Juiano Mestres,"CB,CDM",Normal,0.6176470588235294,0.5641025641025641,0.5205479452054794,0.5571428571428572,0.5352112676056338,0.7368421052631577,0.5753424657534245,0.6956521739130435,0.8717948717948718,0.6025641025641026,0.46341463414634143,0.596774193548387,0.7976190476190476,0.9012345679012346
Rosberto Dourado,"CDM,CM",Lean,0.838235294117647,0.7820512820512819,0.7945205479452053,0.7285714285714284,0.6901408450704225,0.7719298245614035,0.8082191780821917,0.9420289855072463,0.8717948717948718,0.6025641025641026,0.7926829268292683,0.7741935483870968,0.869047619047619,0.9135802469135801
Arthur,CM,Normal,0.8970588235294117,0.858974358974359,0.821917808219178,0.8428571428571427,0.7887323943661972,0.7894736842105263,0.9452054794520548,0.7246376811594202,0.7820512820512819,0.846153846153846,0.8780487804878049,0.8548387096774193,0.6547619047619047,0.7901234567901234
Rodri,"CM,CDM",Lean,0.8676470588235294,0.7820512820512819,0.821917808219178,0.8142857142857143,0.647887323943662,0.7719298245614035,0.6986301369863013,0.7826086956521738,0.8589743589743588,0.8205128205128205,0.8658536585365854,0.8064516129032258,0.7261904761904762,0.8271604938271604
M. Parolo,"CDM,CM",Lean,0.8088235294117647,0.7564102564102564,0.8630136986301369,0.7714285714285714,0.619718309859155,0.8070175438596492,0.6849315068493149,0.8695652173913044,0.846153846153846,0.9102564102564104,0.8048780487804879,0.7258064516129032,0.8095238095238094,0.8395061728395061
J. Henderson,"CDM,CM",Normal,0.8676470588235294,0.7307692307692308,0.8767123287671232,0.7857142857142856,0.6338028169014085,0.7719298245614035,0.6712328767123288,0.9130434782608696,0.846153846153846,0.8205128205128205,0.8658536585365854,0.7258064516129032,0.7976190476190476,0.8271604938271604
Luiz Gustavo,"CDM,CB",Lean,0.7941176470588236,0.6666666666666667,0.7671232876712328,0.6857142857142857,0.5915492957746479,0.8245614035087718,0.5616438356164384,0.826086956521739,0.8846153846153846,0.5384615384615385,0.6951219512195123,0.8225806451612903,0.8571428571428571,0.8518518518518519
A. Ramsey,"CM,CDM,CAM",Lean,0.8676470588235294,0.8333333333333333,0.821917808219178,0.8142857142857143,0.704225352112676,0.7894736842105263,0.726027397260274,0.8840579710144927,0.7051282051282051,0.9358974358974359,0.8170731707317074,0.7741935483870968,0.6666666666666666,0.7160493827160493
G. Bonaventura,"CM,LW",Lean,0.8676470588235294,0.858974358974359,0.821917808219178,0.857142857142857,0.7605633802816902,0.8070175438596492,0.7671232876712328,0.8115942028985508,0.7435897435897435,0.858974358974359,0.8536585365853658,0.7903225806451613,0.7619047619047619,0.7407407407407407
G. Kondogbia,"CM,CDM",Lean,0.8235294117647058,0.7948717948717949,0.8082191780821917,0.8285714285714285,0.7464788732394367,0.8245614035087718,0.6301369863013697,0.7246376811594202,0.8333333333333333,0.846153846153846,0.8170731707317074,0.7903225806451613,0.8095238095238094,0.8641975308641976
C. Kramer,"CDM,CM",Lean,0.8088235294117647,0.7051282051282051,0.7123287671232876,0.7999999999999998,0.6056338028169014,0.8596491228070176,0.4520547945205479,0.9420289855072463,0.8589743589743588,0.7564102564102564,0.7439024390243902,0.7258064516129032,0.8333333333333333,0.8395061728395061
M. Sabitzer,"CAM,CM",Normal,0.7941176470588236,0.8076923076923077,0.6438356164383561,0.7999999999999998,0.732394366197183,0.8596491228070176,0.7945205479452053,0.8115942028985508,0.5256410256410255,0.8974358974358974,0.8170731707317074,0.6774193548387097,0.5714285714285714,0.5308641975308641
M. Nastasić,CB,Normal,0.7058823529411764,0.3461538461538461,0.6712328767123288,0.5714285714285714,0.5915492957746479,0.7719298245614035,0.5205479452054793,0.49275362318840576,0.8205128205128205,0.24358974358974356,0.524390243902439,0.7580645161290323,0.869047619047619,0.8765432098765431
M. Ginter,"CB,CDM",Normal,0.7647058823529411,0.5897435897435896,0.6986301369863013,0.6714285714285713,0.45070422535211263,0.7543859649122806,0.3835616438356165,0.6666666666666667,0.846153846153846,0.5641025641025641,0.6951219512195123,0.6129032258064515,0.869047619047619,0.8888888888888888
A. Doucouré,"CDM,CM",Lean,0.838235294117647,0.7948717948717949,0.7397260273972603,0.7857142857142856,0.5211267605633803,0.7192982456140351,0.6575342465753424,0.9420289855072463,0.8717948717948718,0.7948717948717949,0.7926829268292683,0.6612903225806452,0.8214285714285714,0.8765432098765431
R. Guerreiro,"LM,LB,CM",Normal,0.8676470588235294,0.858974358974359,0.7808219178082192,0.8428571428571427,0.915492957746479,0.8245614035087718,0.8904109589041094,0.6666666666666667,0.8974358974358974,0.846153846153846,0.8170731707317074,0.7258064516129032,0.6785714285714285,0.7160493827160493
Samu Castillejo,"RM,LM,CM",Lean,0.8088235294117647,0.8717948717948718,0.7671232876712328,0.8142857142857143,0.8450704225352113,0.8070175438596492,0.780821917808219,0.3913043478260869,0.46153846153846145,0.8846153846153846,0.8292682926829268,0.6129032258064515,0.41666666666666663,0.382716049382716
F. Balbuena,CB,Normal,0.6764705882352942,0.3974358974358974,0.4931506849315068,0.4428571428571428,0.2676056338028169,0.7192982456140351,0.2876712328767123,0.6956521739130435,0.846153846153846,0.20512820512820512,0.4024390243902439,0.6612903225806452,0.8571428571428571,0.8641975308641976
Everton Andrão,"CDM,CM",Stocky,0.7794117647058822,0.7564102564102564,0.7534246575342465,0.7428571428571427,0.7746478873239437,0.7368421052631577,0.7671232876712328,0.8840579710144927,0.8333333333333333,0.5512820512820513,0.7439024390243902,0.564516129032258,0.8333333333333333,0.8518518518518519
Carlos Soler,"RM,CM",Lean,0.8676470588235294,0.8205128205128205,0.7808219178082192,0.8142857142857143,0.732394366197183,0.7719298245614035,0.7123287671232876,0.7246376811594202,0.6923076923076923,0.8333333333333333,0.8658536585365854,0.6935483870967742,0.5952380952380951,0.654320987654321
H. Aouar,"CM,LM",Lean,0.8676470588235294,0.8717948717948718,0.7945205479452053,0.8142857142857143,0.8169014084507042,0.7368421052631577,0.821917808219178,0.7391304347826086,0.6666666666666666,0.7948717948717949,0.8780487804878049,0.7903225806451613,0.6428571428571428,0.6419753086419753
T. Ndombele,"CM,CDM",Normal,0.8529411764705881,0.8974358974358974,0.8082191780821917,0.8428571428571427,0.8450704225352113,0.7719298245614035,0.8630136986301369,0.7246376811594202,0.7564102564102564,0.7564102564102564,0.8170731707317074,0.8225806451612903,0.6666666666666666,0.7530864197530864
J. Mathieu,CB,Normal,0.7058823529411764,0.6282051282051282,0.7808219178082192,0.5285714285714285,0.4084507042253521,0.6666666666666667,0.30136986301369856,0.7246376811594202,0.8717948717948718,0.6025641025641026,0.5609756097560976,0.6935483870967742,0.9047619047619047,0.8888888888888888
J. Matip,CB,Lean,0.7647058823529411,0.6282051282051282,0.7397260273972603,0.6285714285714286,0.45070422535211263,0.7368421052631577,0.35616438356164376,0.6521739130434783,0.8846153846153846,0.5128205128205128,0.7317073170731707,0.6774193548387097,0.8333333333333333,0.8888888888888888
J. Guilavogui,"CDM,CM",Lean,0.7794117647058822,0.6025641025641026,0.7534246575342465,0.7,0.4225352112676056,0.7543859649122806,0.3972602739726027,0.7101449275362319,0.8846153846153846,0.641025641025641,0.6707317073170732,0.6774193548387097,0.8333333333333333,0.8641975308641976
A. Oxlade-Chamberlain,"CM,RM",Stocky,0.8088235294117647,0.8717948717948718,0.7534246575342465,0.8428571428571427,0.8169014084507042,0.7368421052631577,0.9178082191780821,0.7826086956521738,0.7435897435897435,0.8717948717948718,0.8414634146341463,0.7096774193548387,0.6785714285714285,0.7160493827160493
D. Vida,"CB,RB",Lean,0.6029411764705883,0.4743589743589744,0.547945205479452,0.5857142857142856,0.5774647887323944,0.6842105263157894,0.5753424657534245,0.6956521739130435,0.8589743589743588,0.4102564102564102,0.46341463414634143,0.7258064516129032,0.8928571428571428,0.8271604938271604
A. Mandi,CB,Lean,0.7941176470588236,0.641025641025641,0.7534246575342465,0.7,0.7746478873239437,0.7368421052631577,0.6027397260273972,0.5942028985507246,0.8974358974358974,0.7179487179487178,0.6829268292682927,0.6612903225806452,0.8214285714285714,0.8641975308641976
J. Murillo,CB,Normal,0.6323529411764706,0.5384615384615385,0.5753424657534246,0.5571428571428572,0.7605633802816902,0.6491228070175439,0.6986301369863013,0.6376811594202898,0.8589743589743588,0.43589743589743585,0.5121951219512195,0.6451612903225807,0.7976190476190476,0.8395061728395061
E. Dier,"CDM,CB,CM",Normal,0.7647058823529411,0.6282051282051282,0.7945205479452053,0.6428571428571428,0.4084507042253521,0.7368421052631577,0.2328767123287671,0.7246376811594202,0.8589743589743588,0.5384615384615385,0.6707317073170732,0.7096774193548387,0.8571428571428571,0.8518518518518519
J. Mascherano,"CDM,CB",Normal,0.7941176470588236,0.5384615384615385,0.7534246575342465,0.7857142857142856,0.6901408450704225,0.7543859649122806,0.780821917808219,0.6956521739130435,0.9102564102564101,0.5128205128205128,0.6829268292682927,0.7741935483870968,0.8095238095238094,0.8518518518518519
I. Denisov,CDM,Normal,0.838235294117647,0.7307692307692308,0.7397260273972603,0.7571428571428571,0.7605633802816902,0.7017543859649122,0.7534246575342465,0.826086956521739,0.846153846153846,0.6794871794871795,0.7560975609756098,0.7096774193548387,0.8452380952380951,0.8518518518518519
A. Granqvist,CB,Normal,0.7058823529411764,0.4230769230769231,0.6438356164383561,0.5428571428571429,0.45070422535211263,0.7017543859649122,0.2054794520547945,0.5652173913043478,0.8717948717948718,0.5512820512820513,0.4512195121951219,0.7258064516129032,0.8571428571428571,0.8765432098765431
Dante,CB,Normal,0.7205882352941175,0.5256410256410255,0.7671232876712328,0.7,0.4084507042253521,0.7017543859649122,0.5890410958904109,0.49275362318840576,0.8333333333333333,0.38461538461538464,0.6097560975609756,0.7258064516129032,0.8333333333333333,0.8641975308641976
L. Perrin,CB,Normal,0.7205882352941175,0.5897435897435896,0.7808219178082192,0.6857142857142857,0.5633802816901409,0.7017543859649122,0.6986301369863013,0.6231884057971013,0.8846153846153846,0.6025641025641026,0.6219512195121951,0.7580645161290323,0.7976190476190476,0.8888888888888888
Borja Valero,"CAM,CDM",Normal,0.9411764705882353,0.8461538461538463,0.8904109589041096,0.8714285714285712,0.6901408450704225,0.7894736842105263,0.780821917808219,0.5942028985507246,0.7179487179487178,0.7435897435897436,0.9024390243902439,0.8064516129032258,0.6547619047619047,0.6666666666666666
J. Hector,"LB,CDM",Normal,0.7794117647058822,0.7435897435897436,0.7397260273972603,0.7428571428571427,0.619718309859155,0.7719298245614035,0.6301369863013697,0.7826086956521738,0.8589743589743588,0.6538461538461537,0.7317073170731707,0.7258064516129032,0.7857142857142856,0.8271604938271604
Óliver Torres,CM,Normal,0.838235294117647,0.8717948717948718,0.7945205479452053,0.8285714285714285,0.7746478873239437,0.7368421052631577,0.780821917808219,0.7246376811594202,0.6794871794871794,0.8333333333333333,0.8292682926829268,0.7903225806451613,0.6666666666666666,0.6666666666666666
Otávio,"RM,CAM,CM",Normal,0.7647058823529411,0.8717948717948718,0.7397260273972603,0.8285714285714285,0.8873239436619718,0.7719298245614035,0.8356164383561644,0.5797101449275363,0.41025641025641024,0.8333333333333333,0.8170731707317074,0.7580645161290323,0.5,0.3580246913580247
L. Dendoncker,"CDM,CB,CM",Normal,0.7941176470588236,0.6794871794871795,0.7945205479452053,0.7,0.5070422535211268,0.6491228070175439,0.5068493150684932,0.8840579710144927,0.8205128205128205,0.7692307692307692,0.7804878048780488,0.6774193548387097,0.7857142857142856,0.8148148148148148
R. Zobnin,"CDM,CM,LM",Lean,0.8235294117647058,0.8461538461538463,0.8082191780821917,0.8142857142857143,0.6619718309859155,0.7543859649122806,0.6027397260273972,0.8985507246376812,0.7820512820512819,0.6794871794871795,0.7317073170731707,0.7096774193548387,0.8452380952380951,0.8271604938271604
Thiago Mendes,"CDM,CM,RM",Normal,0.838235294117647,0.7948717948717949,0.8356164383561644,0.7999999999999998,0.7746478873239437,0.7368421052631577,0.726027397260274,0.8115942028985508,0.7948717948717948,0.7564102564102564,0.8292682926829268,0.7419354838709677,0.7499999999999999,0.8024691358024691
J. Lerma,"CDM,CM",Lean,0.7647058823529411,0.6794871794871795,0.7671232876712328,0.7428571428571427,0.732394366197183,0.631578947368421,0.7534246575342465,0.8985507246376812,0.846153846153846,0.6025641025641026,0.6829268292682927,0.4838709677419355,0.8095238095238094,0.8518518518518519
J. Gbamin,"CDM,CM,CB",Normal,0.7794117647058822,0.7564102564102564,0.7397260273972603,0.7428571428571427,0.6338028169014085,0.7017543859649122,0.6164383561643836,0.7971014492753623,0.8333333333333333,0.6923076923076923,0.7317073170731707,0.629032258064516,0.8214285714285714,0.8395061728395061
I. Marcone,CDM,Normal,0.8088235294117647,0.6794871794871795,0.8630136986301369,0.6857142857142857,0.5211267605633803,0.7543859649122806,0.5342465753424657,0.8405797101449275,0.7948717948717948,0.5769230769230769,0.6951219512195123,0.6935483870967742,0.7619047619047619,0.8395061728395061
Víctor Ruiz,CB,Normal,0.6764705882352942,0.4743589743589744,0.684931506849315,0.6285714285714286,0.46478873239436624,0.6842105263157894,0.5068493150684932,0.6376811594202898,0.8333333333333333,0.358974358974359,0.5365853658536586,0.629032258064516,0.8333333333333333,0.8395061728395061
G. Medel,"CDM,CB",Stocky,0.7941176470588236,0.6025641025641026,0.726027397260274,0.657142857142857,0.7746478873239437,0.7719298245614035,0.9726027397260273,0.8115942028985508,0.8589743589743588,0.6025641025641026,0.6829268292682927,0.7258064516129032,0.7738095238095237,0.8765432098765431
Borja García,"LM,CM",Normal,0.838235294117647,0.8205128205128205,0.821917808219178,0.7999999999999998,0.732394366197183,0.631578947368421,0.7671232876712328,0.5652173913043478,0.6666666666666666,0.846153846153846,0.8170731707317074,0.4516129032258065,0.41666666666666663,0.7407407407407407
P. Jones,CB,Normal,0.7058823529411764,0.5512820512820513,0.6438356164383561,0.5571428571428572,0.4084507042253521,0.7192982456140351,0.5205479452054793,0.5217391304347826,0.846153846153846,0.3974358974358974,0.5121951219512195,0.5161290322580645,0.7857142857142856,0.8395061728395061
Junior Firpo,"LWB,LB,CB,LM",Normal,0.75,0.7179487179487178,0.684931506849315,0.7428571428571427,0.5915492957746479,0.6140350877192982,0.5616438356164384,0.7391304347826086,0.7820512820512819,0.8333333333333333,0.5975609756097561,0.5161290322580645,0.7142857142857142,0.8148148148148148
E. Belözoğlu,"CM,CDM",Stocky,0.8823529411764706,0.7948717948717949,0.9041095890410957,0.7999999999999998,0.6338028169014085,0.631578947368421,0.821917808219178,0.4347826086956521,0.6666666666666666,0.6666666666666667,0.8902439024390244,0.7580645161290323,0.6547619047619047,0.6790123456790123
B. Schweinsteiger,"CDM,CB,CM",Normal,0.838235294117647,0.7051282051282051,0.8630136986301369,0.7571428571428571,0.5352112676056338,0.7894736842105263,0.5753424657534245,0.5652173913043478,0.7564102564102564,0.7948717948717949,0.8414634146341463,0.8709677419354838,0.7857142857142856,0.7407407407407407
G. Cahill,CB,Normal,0.5588235294117647,0.5128205128205128,0.547945205479452,0.49999999999999994,0.3661971830985915,0.7017543859649122,0.35616438356164376,0.4782608695652174,0.8076923076923076,0.43589743589743585,0.5365853658536586,0.6451612903225807,0.8214285714285714,0.8641975308641976
R. Loftus-Cheek,"CM,LM",Normal,0.8529411764705881,0.8461538461538463,0.8356164383561644,0.7999999999999998,0.7464788732394367,0.5438596491228069,0.6712328767123288,0.681159420289855,0.5512820512820512,0.8717948717948718,0.8170731707317074,0.7580645161290323,0.5833333333333333,0.6790123456790123
W. Barrios,"CDM,CM",Lean,0.7794117647058822,0.641025641025641,0.6164383561643836,0.6285714285714286,0.732394366197183,0.7192982456140351,0.7123287671232876,0.9420289855072463,0.846153846153846,0.6282051282051282,0.6463414634146342,0.6935483870967742,0.8928571428571428,0.8518518518518519
C. Izquierdoz,CB,Normal,0.6029411764705883,0.2564102564102564,0.5068493150684932,0.5285714285714285,0.18309859154929575,0.7017543859649122,0.4246575342465753,0.8115942028985508,0.846153846153846,0.30769230769230765,0.25609756097560976,0.4032258064516129,0.8095238095238094,0.8271604938271604
N. Maksimović,CB,Lean,0.5,0.4230769230769231,0.5342465753424657,0.5142857142857142,0.3661971830985915,0.6140350877192982,0.5068493150684932,0.5652173913043478,0.846153846153846,0.23076923076923078,0.23170731707317072,0.596774193548387,0.8214285714285714,0.8395061728395061
Y. Tielemans,"CM,CDM",Normal,0.7794117647058822,0.7692307692307692,0.7945205479452053,0.7999999999999998,0.619718309859155,0.6842105263157894,0.7534246575342465,0.6521739130434783,0.7307692307692307,0.8076923076923077,0.8414634146341463,0.7741935483870968,0.6666666666666666,0.7407407407407407
S. Lobotka,"CM,CDM",Normal,0.8676470588235294,0.7820512820512819,0.7671232876712328,0.8142857142857143,0.7746478873239437,0.6666666666666667,0.8630136986301369,0.8405797101449275,0.7692307692307692,0.7179487179487178,0.7804878048780488,0.6612903225806452,0.7023809523809523,0.7654320987654321
L. Dunk,CB,Normal,0.6764705882352942,0.5641025641025641,0.7397260273972603,0.6142857142857143,0.3380281690140845,0.7543859649122806,0.2876712328767123,0.5217391304347826,0.8205128205128205,0.24358974358974356,0.4024390243902439,0.629032258064516,0.8333333333333333,0.7901234567901234
C. Schindler,CB,Normal,0.6323529411764706,0.3333333333333333,0.6027397260273972,0.6142857142857143,0.46478873239436624,0.7192982456140351,0.4931506849315069,0.5797101449275363,0.8589743589743588,0.20512820512820512,0.47560975609756095,0.6451612903225807,0.8452380952380951,0.8518518518518519
Pedro Mendes,CB,Normal,0.6029411764705883,0.5897435897435896,0.6027397260273972,0.5428571428571429,0.45070422535211263,0.6140350877192982,0.4383561643835617,0.681159420289855,0.846153846153846,0.17948717948717946,0.24390243902439024,0.596774193548387,0.8333333333333333,0.8641975308641976
M. Hinteregger,CB,Stocky,0.5588235294117647,0.49999999999999994,0.8356164383561644,0.5285714285714285,0.5492957746478874,0.5789473684210527,0.5616438356164384,0.6376811594202898,0.7948717948717948,0.641025641025641,0.6463414634146342,0.5161290322580645,0.7976190476190476,0.8518518518518519
Fernando,"CDM,CM",Stocky,0.8235294117647058,0.6923076923076923,0.8493150684931507,0.7285714285714284,0.7183098591549295,0.6491228070175439,0.821917808219178,0.7536231884057971,0.846153846153846,0.4615384615384615,0.7682926829268293,0.596774193548387,0.7023809523809523,0.8148148148148148
